Job Title;Updated Date;Company;Min Salary;Max Salary;Cleaned_City;Latitude;Longitude;country;State
IT-Projektkoordinator (m/f/d) Defence;2025-03-27T13:39:28Z;Bertrandt AG;;;bremen;531153;87975;Germany;Bremen
Testmanager (m/w/d) - FinTech;2025-03-27T13:39:18Z;Peak One GmbH;;;frankfurt;501136;86797;Germany;Hesse
Senior IT-Auditor (m/w/d);2025-03-27T13:03:35Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
Consultant IT Network (m/w/d);2025-03-27T13:03:15Z;Finanz Informatik GmbH & Co. KG;;;münster;519625;76256;Germany;North Rhine-Westphalia
Test Automation Specialist (m/w/d);2025-03-27T13:03:05Z;Finanz Informatik GmbH & Co. KG;;;münster;519625;76256;Germany;North Rhine-Westphalia
Spezialist / Administrator Contact-Center (m/w/d);2025-03-27T13:02:49Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
Java Software Engineer Autorisierung (m/w/d);2025-03-27T13:02:34Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
DevOps Database Engineer (m/w/d);2025-03-27T13:02:09Z;Finanz Informatik GmbH & Co. KG;;;münster;519625;76256;Germany;North Rhine-Westphalia
Business Service Architekt (m/w/d);2025-03-27T13:01:54Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
Fachberater Kommunikationsdienste (m/w/d);2025-03-27T12:07:05Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
Product Owner (m/w/d);2025-04-11T08:41:49Z;Tegtmeier;;;hamburg;535500;100000;Germany;Hamburg
Software Tester (m/w/d) im Bereich QualitÃ¤tsmanagement;2025-03-27T01:12:44Z;Amadeus Fire AG;;;kaiserslautern;494447;77689;Germany;Rhineland-Palatinate
Network Specialist (m/f/d);2025-03-27T01:10:51Z;GK Software SE;;;schönebeck;520167;117500;Germany;Saxony-Anhalt
Network Specialist (m/w/d);2025-03-27T01:10:51Z;GK Software SE;;;schönebeck;520167;117500;Germany;Saxony-Anhalt
Frontend Developer (m/w/d) Product;2025-03-27T01:10:48Z;GK Software SE;;;berlin;525167;133833;Germany;Berlin
Softwareentwickler Forschungsdatenmanagement (m/w/d);2025-03-26T22:58:22Z;Technische UniversitÃ¤t MÃ¼nchen;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Softwareentwickler Forschungsdatenmanagement (m/w/d);2025-03-26T22:57:47Z;Technische UniversitÃ¤t MÃ¼nchen;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Principal Pre-Sales Solutions Architect (m/f/d);2025-03-26T22:20:53Z;ThoughtWorks Deutschland;;;stuttgart;487761;91775;Germany;Baden-Württemberg
Principal Pre-Sales Solutions Architect (m/f/d);2025-03-26T22:20:23Z;ThoughtWorks Deutschland;;;hamburg;535500;100000;Germany;Hamburg
Principal Pre-Sales Solutions Architect (m/f/d);2025-03-26T22:20:13Z;ThoughtWorks Deutschland;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Principal Pre-Sales Solutions Architect (m/f/d);2025-03-26T22:19:42Z;ThoughtWorks Deutschland;;;berlin;525167;133833;Germany;Berlin
IT Spezialist (m/w/d) fÃ¼r digitale GesundheitslÃ¶sungen;2025-03-26T22:10:56Z;CompuGroup Medical SE;;;koblenz;503597;75978;Germany;Rhineland-Palatinate
Architecture Senior Advisor/Expert in Presales (f/m/d) for the region MEE;2025-03-26T21:21:15Z;SAP;;;mörfelden-walldorf;499896;85661;Germany;Hesse
IT Consultant (m/w/d);2025-03-26T17:06:02Z;Amadeus Fire AG;;;düsseldorf;512311;67724;Germany;North Rhine-Westphalia
Network Security Architekt (m/w/d);2025-03-26T16:16:11Z;Finanz Informatik GmbH & Co. KG;;;münster;519625;76256;Germany;North Rhine-Westphalia
Cyber Security Engineer - Cyber Defense Center (m/w/d);2025-03-26T16:16:06Z;Finanz Informatik GmbH & Co. KG;;;münster;519625;76256;Germany;North Rhine-Westphalia
Produktberater IT-Berechtigungsmanagement Firmenkundenportal (m/w/d);2025-03-26T16:16:01Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
Senior Java-Entwickler Online-Banking Backend (m/w/d);2025-03-26T16:15:36Z;Finanz Informatik GmbH & Co. KG;;;frankfurt;501136;86797;Germany;Hesse
Senior Entwickler Online-Banking Backend (Cobol/JAVA) (m/w/d);2025-03-26T16:15:21Z;Finanz Informatik GmbH & Co. KG;;;frankfurt;501136;86797;Germany;Hesse
Datenanalyst (m/w/d);2025-03-26T16:15:15Z;Finanz Informatik GmbH & Co. KG;;;frankfurt;501136;86797;Germany;Hesse
Bibliotheksamtfrau / Bibliotheksamtmann;2025-03-26T15:17:40Z;Carl von Ossietzky UniversitÃ¤t Oldenburg;;;oldenburg;531439;82139;Germany;Lower Saxony
Testmanager (m/w/d);2025-03-26T13:45:14Z;WeMatch.;;;krefeld;513333;65667;Germany;North Rhine-Westphalia
Cloud Engineer (m/w/d) - Remote oder hybrid;2025-03-26T12:48:41Z;Halian GmbH;;;karlsruhe;490167;84000;Germany;Baden-Württemberg
DevOps Engineer (m/w/d);2025-03-26T12:47:09Z;Halian GmbH;;;stuttgart;487761;91775;Germany;Baden-Württemberg
SharePoint Entwickler (m/w/d);2025-03-26T12:42:37Z;Halian GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Java-Entwickler (m/w/d);2025-03-26T12:41:34Z;Halian GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Business Central Entwickler (m/w/d);2025-03-26T12:34:28Z;Halian GmbH;;;stuttgart;487761;91775;Germany;Baden-Württemberg
Senior Frontend Entwickler / UI/UX Designer (m/w/d);2025-03-26T12:05:15Z;Amadeus Fire AG;;;hannover;523744;97386;Germany;Lower Saxony
Senior Java Fullstack Entwickler (m/w/d);2025-03-26T12:05:15Z;Amadeus Fire AG;;;kaiserslautern;494447;77689;Germany;Rhineland-Palatinate
Software Engineer IAM (m/w/d);2025-03-26T05:01:53Z;neXenio GmbH;;;berlin;525167;133833;Germany;Berlin
Software Asset Manager;2025-03-26T03:14:23Z;COSMO CONSULT AG;;;berlin;525167;133833;Germany;Berlin
DevOps Engineer (m/w/d);2025-03-26T01:13:35Z;Amadeus Fire AG;;;sindelfingen;487133;90028;Germany;Baden-Württemberg
Staff Engineer / Frontend Architect;2025-03-26T01:08:45Z;Staffbase GmbH;;;leipzig;513500;123833;Germany;Saxony
Staff Engineer / Frontend Architect;2025-03-26T01:08:09Z;Staffbase GmbH;;;chemnitz;508333;129167;Germany;Saxony
Staff Engineer / Frontend Architect;2025-03-26T01:08:05Z;Staffbase GmbH;;;dresden;510493;137384;Germany;Saxony
Staff Engineer / Frontend Architect;2025-03-26T01:07:59Z;Staffbase GmbH;;;berlin;525167;133833;Germany;Berlin
Windows Developer (m/f/d) - Augsburg or Bucharest;2025-03-25T22:50:13Z;IGEL Technology GmbH;;;augsburg;483717;108983;Germany;Bavaria
SAP Technical Specialist BTP (m/w/d);2025-03-25T22:15:10Z;CompuGroup Medical SE;;;koblenz;503597;75978;Germany;Rhineland-Palatinate
Sovereign Cloud (Senior) DevOps Engineer - Azure (m/f/d);2025-03-25T21:26:36Z;SAP;;;mörfelden-walldorf;499896;85661;Germany;Hesse
IT-Systemspezialist:in fÃ¼r das Dokumentenmanagementsystem (m/w/d, unbefristet, 100% BeschÃ¤ftigungsumfang, EG13 TV-L);2025-03-25T20:56:46Z;UniversitÃ¤t Hohenheim;;;stuttgart;487761;91775;Germany;Baden-Württemberg
IT-Verantwortliche/r (m/w/d) des Geographischen Instituts;2025-03-25T20:03:37Z;Humboldt-UniversitÃ¤t zu Berlin;;;berlin;525167;133833;Germany;Berlin
Senior Java Developer & DevOps Engineer (m/w/d);2025-03-25T18:12:08Z;Grass GmbH;;;bad kreuznach;498469;78669;Germany;Rhineland-Palatinate
Senior Software Engineer - Frontend (m/w/d);2025-03-25T18:11:57Z;Grass GmbH;;;bad kreuznach;498469;78669;Germany;Rhineland-Palatinate
Expert/Senior Linux & Cloud Administrator -SAP Enterprise Cloud Services (f/m/d);2025-03-25T17:16:39Z;SAP;;;geislingen an der steige;486244;98306;Germany;Baden-Württemberg
Senior SOC Analyst - Threat Detection & Response (f/m/d) Delos Cloud;2025-03-25T17:15:57Z;SAP;;;mörfelden-walldorf;499896;85661;Germany;Hesse
UX Developer (Associate) (f/m/d) - AI Solutions at CTO Research & Innovation Team Munich;2025-03-25T17:01:59Z;SAP;;;aachen;507762;60838;Germany;North Rhine-Westphalia
IT Operations Engineer (d/f/m);2025-03-25T16:40:11Z;Ableton AG;;;berlin;525167;133833;Germany;Berlin
PHP Developer (m/w/d);2025-03-25T16:33:33Z;Peak One GmbH;;;wiesbaden;500825;82400;Germany;Hesse
(Senior) Software Engineer- PHP/ Symfony (m/w/d);2025-03-25T13:11:23Z;shopware AG;;;lingen;525233;73172;Germany;Lower Saxony
Senior Software Engineer (m/w/d);2025-03-25T12:46:02Z;WeMatch.;;;bochum;514833;72167;Germany;North Rhine-Westphalia
Software Tester (m/w/d);2025-03-25T12:34:02Z;WeMatch.;;;essen;514508;70131;Germany;North Rhine-Westphalia
Abteilungsleitung (m/w/d) ZWRM & Infrastrukturtechnologien;2025-03-25T12:14:34Z;Finanz Informatik GmbH & Co. KG;;;frankfurt;501136;86797;Germany;Hesse
Abteilungsleitung (m/w/d) Wirtschaftliche VerhÃ¤ltnisse & Offenlegung;2025-03-25T12:14:24Z;Finanz Informatik GmbH & Co. KG;;;münster;519625;76256;Germany;North Rhine-Westphalia
Abteilungsleitung (m/w/d) Rahmenkredite, Avale & Konsortial;2025-03-25T12:14:14Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
Seniorfachberater Technik und Architektur (m/w/d);2025-03-25T12:13:59Z;Finanz Informatik GmbH & Co. KG;;;münster;519625;76256;Germany;North Rhine-Westphalia
Fullstack Software Entwickler mit Teamkoordination (m/w/d);2025-03-25T12:13:53Z;Finanz Informatik GmbH & Co. KG;;;münster;519625;76256;Germany;North Rhine-Westphalia
Network Engineer (m/w/d);2025-03-25T12:13:43Z;Finanz Informatik GmbH & Co. KG;;;münster;519625;76256;Germany;North Rhine-Westphalia
Fachinformatiker Systemintegration fÃ¼r Unix Anwendungen (m/w/d);2025-03-25T12:13:38Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
Bereichsleitung (m/w/d) Ãœbergreifende Kreditfunktionen;2025-03-25T12:13:22Z;Finanz Informatik GmbH & Co. KG;;;frankfurt;501136;86797;Germany;Hesse
IT-Projektmanager (m/w/d);2025-03-25T12:05:53Z;Riege Software;;;meerbusch;512667;66667;Germany;North Rhine-Westphalia
IT-Projektmanager (m/w/d);2025-04-09T12:00:50Z;Riege Software;;;meerbusch;512667;66667;Germany;North Rhine-Westphalia
Client Executive Public Sector ( m/w/d);2025-04-09T11:29:34Z;NetApp Deutschland GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Linux-/ Docker Administrator (all genders) - remote oder 35719;2025-03-25T11:19:10Z;ACTIWARE GmbH;;;burg;522725;118550;Germany;Saxony-Anhalt
Junior Java Entwickler (m/w/d) - Modernes Technologieunternehmen;2025-03-25T11:02:47Z;Exclusive Associates;;;dresden;510493;137384;Germany;Saxony
Senior Network Engineer (w/m/d) deutschlandweit;2025-03-25T10:14:53Z;Hypoport hub SE;;;berlin;525167;133833;Germany;Berlin
Projektleiter (m/w/d) Embedded Software;2025-03-25T10:00:21Z;Bertrandt AG;;;hamburg;535500;100000;Germany;Hamburg
Embedded Software Entwickler (m/f/d);2025-03-25T09:59:51Z;Bertrandt AG;;;hamburg;535500;100000;Germany;Hamburg
